route_id,route_label,analysis_family,modality,dataset,task_type,tool_family,kg_anchor,needs_preprocessing,uses_spatial_map,uses_glm,uses_connectivity,uses_prediction,uses_diffusion,uses_eeg_meg,uses_clinical,uses_evidence,uses_review,uses_memory,ood_novelty,constraint_load,evidence_strength,review_load,memory_reuse,benchmark_score,runtime_cost,kg_spatial_prior,kg_task_prior,kg_tool_prior,kg_evidence_prior,kg_graph_prior,runtime_prior,memory_prior,embedding_x,embedding_y
route_qc_preprocessing_10,OpenNeuro + fMRI + confound inspection + fmriprep,QC / preprocessing,fMRI,OpenNeuro,confound inspection,fmriprep,intertemporal choice,1.0,0.48402419296806504,0.09919364973791164,0.20458228600533762,0.0,0.11285127046988389,0.016854436321919755,0.10288508282486432,0.23402280036017503,0.4525047596450642,0.2440664855211268,0.0,0.7891674346927792,0.2868389350817895,0.4431737140432781,0.482869269640563,0.4960090891525586,0.7264243548811329,0.48402419296806504,0.08024969591036103,0.595405649206707,0.21545978174645145,0.20458228600533762,0.6451683287304398,0.4678426868832619,17.1156063079834,5.865042686462402
route_qc_preprocessing_11,OpenNeuro derivatives + fMRI + confound inspection + preprocessing,QC / preprocessing,fMRI,OpenNeuro derivatives,confound inspection,preprocessing,exp1,0.9350622032306892,0.4923682786412269,0.11270151465371114,0.09910664993822851,0.07314430877331785,0.27208413515218405,0.13163546414720667,0.009468712018657385,0.30771365455927796,0.4441832824772528,0.2990880675414852,0.0,0.7700874021728975,0.39830782212385696,0.5446389058188752,0.4552685340767323,0.4811034157609648,0.7750470335541086,0.4923682786412269,0.09117783551158835,0.5784900043751825,0.2833053734495334,0.09910664993822851,0.6883521951950686,0.4411008685527043,16.79412269592285,6.0766191482543945
route_qc_preprocessing_12,OpenNeuro derivatives + sMRI + quality control + mriqc,QC / preprocessing,sMRI,OpenNeuro derivatives,quality control,mriqc,two-armed bandit task,0.8720282205397842,0.33865650299272504,0.06554250226479971,0.23668139025667703,0.053062793898488544,0.17378452901867633,0.0,0.17348985996625058,0.2602457305209002,0.4531199507015337,0.29652498372552627,0.052496017001097524,0.852351367051347,0.38591687432814487,0.5640208055015922,0.3822135567566493,0.5332220697191322,0.6555239399304879,0.33865650299272504,0.05302522782306751,0.5620702840187363,0.23960267209938554,0.23668139025667703,0.5821986582993219,0.3703193153901581,17.116758346557617,5.652806282043457
route_qc_preprocessing_13,OpenNeuro + dMRI + confound inspection + mriqc,QC / preprocessing,dMRI,OpenNeuro,confound inspection,mriqc,gambling task,0.9910546365420867,0.5495217113910674,0.013898039208131124,0.2619281568506711,0.1449264398718709,0.21986705549540958,0.05016187576169401,0.12461394452856378,0.08011863488255822,0.4662758710580434,0.29601263481083884,0.05540912797584448,0.7300031302112334,0.3324924419956737,0.5384131803801507,0.5272261241188008,0.521737758925416,0.6996389230368268,0.5495217113910674,0.117248460559908,0.5930754717342481,0.07376351175634105,0.2619281568506711,0.6213790488402552,0.5108191844272783,17.531312942504883,5.941956520080566
route_qc_preprocessing_14,Neurodesk runtime + sMRI + normalization + mriqc,QC / preprocessing,sMRI,Neurodesk runtime,normalization,mriqc,go/no-go,0.8819109242629611,0.6519918800084349,0.16268160393263786,0.209595122893261,0.09347839901905095,0.25715965819813735,0.01400678104685138,0.083619571632625,0.2367659723280085,0.45352973476139014,0.3982689182516455,0.08611971361752511,0.7962000918256741,0.3123395167211792,0.5087250983182422,0.5541758257262118,0.5329346747747618,0.7043907862901925,0.6519918800084349,0.1316127522305929,0.5646446292302058,0.21798536144455238,0.209595122893261,0.6255993804589978,0.5369302285616433,16.74114418029785,5.530594825744629
route_qc_preprocessing_15,Neurodesk runtime + sMRI + confound inspection + segmentation,QC / preprocessing,sMRI,Neurodesk runtime,confound inspection,segmentation,Columbia Card Task (CCT),0.9956539987644567,0.6067877722405631,0.07448507895556315,0.1352292321049636,0.035632767156466405,0.25712363391988097,0.0,0.0846991071222691,0.19446429131998536,0.5074980271165693,0.2499110860232841,0.08750803857454521,0.8990884344272394,0.32961624301669434,0.5108975436119747,0.46244309684319607,0.49986811320541313,0.6354149374229188,0.6067877722405631,0.060259955670918526,0.5942735594685999,0.17903910944060572,0.1352292321049636,0.5643389989238217,0.448052163515777,17.153322219848633,5.221988201141357
route_qc_preprocessing_16,OpenNeuro + dMRI + quality control + preprocessing,QC / preprocessing,dMRI,OpenNeuro,quality control,preprocessing,Recent Probes,0.9868130472557969,0.4820794184680095,0.1207407493596256,0.06894654539400416,0.0,0.33317837266984635,0.0,0.17028824200653697,0.3490832702458825,0.4668562197359883,0.3359704411853035,0.17689631133964062,0.7872126538657285,0.31145462319879497,0.4620399807891088,0.4527109602225125,0.59614437370969,0.7623736997910562,0.4820794184680095,0.0976817411769838,0.5919705802618294,0.3213934928680345,0.06894654539400416,0.6770964691054753,0.438622884760629,17.24135398864746,6.259280204772949
route_qc_preprocessing_17,OpenNeuro + sMRI + confound inspection + segmentation,QC / preprocessing,sMRI,OpenNeuro,confound inspection,segmentation,n-back,0.9672288700928373,0.5689974253621972,0.08665475723826056,0.1639395064538003,0.06928805957295409,0.2305797168659009,0.0,0.11342850451904223,0.24454196927034355,0.4827288562246133,0.4216069252663203,0.088478198510104,0.803627685516556,0.24040228948147552,0.5752172105909882,0.3234659032351315,0.40841278439985207,0.7555515514104697,0.5689974253621972,0.07010547485580372,0.5868690985102519,0.2251445553413779,0.1639395064538003,0.6710374293176721,0.31339985126262565,17.317949295043945,5.282717227935791
route_task_glm_activation_00,NeuroSynth + behavior + contrast estimation + fitlins,Task GLM & activation,behavior,NeuroSynth,contrast estimation,fitlins,SalVentAttnB,0.5258623464020947,0.9058820093159584,1.0,0.24675248460778956,0.11410048171705264,0.0,0.0,0.09635387175006228,0.5385084424216169,0.2751512546307143,0.25756309031999197,0.0,0.6222869726624046,0.7690722893762301,0.47050883224426737,0.31918671941044563,0.7334438366156757,0.5414154821607419,0.9058820093159584,0.8090204980096597,0.4718975453206671,0.49579319320258863,0.24675248460778956,0.4808540895240067,0.30925383290097125,-8.035648345947266,8.416950225830078
route_task_glm_activation_01,NeuroSynth + behavior + task activation + fitlins,Task GLM & activation,behavior,NeuroSynth,task activation,fitlins,TempPar,0.46551850725278027,0.8561488597668171,1.0,0.0875696987452312,0.11406761532329551,0.06511117524951779,0.0,0.0490315452019669,0.5613967648252296,0.3754861611332622,0.22549016072392872,0.11689665012536017,0.5636756710239265,0.621130160976189,0.33950035456060806,0.40235561893215044,0.7301490446696438,0.426561019464571,0.8561488597668171,0.8090204980096597,0.4561785803787759,0.5168659815891686,0.0875696987452312,0.3788469620825727,0.3898345694765709,-8.463616371154785,7.950636863708496
route_task_glm_activation_02,NeuroSynth + behavior + statistical map + nimare,Task GLM & activation,behavior,NeuroSynth,statistical map,nimare,LimbicB,0.5250594427301196,0.9307790956133988,0.9267802894911643,0.26490042205857267,0.08859547534853533,0.10318965748532646,0.0,0.11064967750165156,0.4413620883729448,0.32511363533015997,0.3139440690460018,0.0,0.6196947904207498,0.72192045803015,0.3321431898760234,0.3173961773573312,0.6701607310141481,0.5467812430337374,0.9307790956133988,0.7497842513496783,0.4716883969660146,0.4063526249819874,0.26490042205857267,0.4856196496976661,0.3075190113710568,-7.608406066894531,7.952376365661621
route_task_glm_activation_03,NeuroSynth + behavior + task activation + fitlins,Task GLM & activation,behavior,NeuroSynth,task activation,fitlins,DorsAttnA,0.5302017993365369,0.8832521669904118,0.9161807727782,0.0968685286370217,0.15738682466104695,0.0,0.00022802984515742905,0.05775284733791579,0.4864855465862452,0.4054734474264502,0.2163189702091067,0.14738960939921716,0.49931044133048447,0.7251226295856791,0.38522660457378183,0.3009885824067864,0.7381988777675539,0.5399261327501376,0.8832521669904118,0.7412090250598942,0.4730279292920067,0.44789682684317206,0.0968685286370217,0.4795313350435454,0.29162201027867185,-8.611414909362793,8.10863971710205
route_task_glm_activation_04,NeuroSynth + fMRI + statistical map + glm,Task GLM & activation,fMRI,NeuroSynth,statistical map,glm,ContB,0.5433654991927211,0.9533770860185491,1.0,0.04109251452321341,0.09744355953762515,0.0,0.04234704892231552,0.029703606648358027,0.4325866311295657,0.3461509057721421,0.321869522313085,0.0,0.47927768694975226,0.6516871320815367,0.32658271798776983,0.374662812741748,0.6475211160721084,0.503101542130087,0.9533770860185491,0.8090204980096597,0.47645694109274644,0.39827324938493536,0.04109251452321341,0.44682585177212025,0.3630035456984387,-7.994466781616211,7.663505554199219
route_task_glm_activation_05,NeuroSynth + behavior + contrast estimation + statistics,Task GLM & activation,behavior,NeuroSynth,contrast estimation,statistics,LimbicB,0.578130706355747,0.8868599638276672,0.9212109965760062,0.0,0.22097818114926238,0.0,0.015855668916647896,0.09798178191624805,0.5603975142054721,0.3532296211593342,0.37403410754817545,0.0,0.4487649631036185,0.6342226215485169,0.31324391436569454,0.39855253341132624,0.7533245836199541,0.4875144895652288,0.8868599638276672,0.7452785792218954,0.4855129289168058,0.5159459929380132,0.0,0.43298232823724564,0.38614983354414417,-7.842223167419434,8.098958969116211
route_task_glm_activation_06,NiMARE + fMRI + contrast estimation + glm,Task GLM & activation,fMRI,NiMARE,contrast estimation,glm,VisCent,0.3667279878431095,0.9842307399860318,0.9300759102158419,0.16762386452518285,0.029934943843011125,0.0,0.0,0.03647823971762368,0.6400795455979977,0.4033376145828538,0.22389157011020608,0.0,0.4269025361267321,0.674412313726436,0.39799128858189065,0.3445364667407585,0.6939035246815489,0.47708237423024985,0.9842307399860318,0.7524504760696079,0.4304446407905209,0.5893075332089803,0.16762386452518285,0.42371712344260065,0.3338147123117763,-7.672577381134033,7.894220352172852
route_task_glm_activation_07,NiMARE + behavior + contrast estimation + fitlins,Task GLM & activation,behavior,NiMARE,contrast estimation,fitlins,VisCent,0.6338865324572066,1.0,0.9910957132503435,0.05019011317356737,0.09577616156547236,0.0,0.0,0.09618774012506075,0.48218521197509956,0.38939693882507614,0.24324548930303497,0.06625053994589691,0.5381088976619064,0.6527284609285932,0.3383826286163246,0.33457705971890483,0.6643305780671922,0.5652035866586225,1.0,0.8018167475090318,0.5000367624704914,0.4439376008390043,0.05019011317356737,0.501981315668667,0.32416523566494715,-7.987548828125,8.256328582763672
route_task_glm_activation_08,NiMARE + fMRI + contrast estimation + glm,Task GLM & activation,fMRI,NiMARE,contrast estimation,glm,ContB,0.4627140728858508,0.9099289543412468,0.9808670154008399,0.0,0.1059479841108988,0.009813917731431778,0.0,0.07241937728934639,0.525715762092971,0.2865249345402813,0.23246947596762724,0.01408023277153398,0.5559595505246809,0.6217311541795842,0.4153133440857244,0.35930922807604854,0.6907984159083829,0.5214516864993912,0.9099289543412468,0.793541521280836,0.4554480533503825,0.48401524632168624,0.0,0.4631233945171505,0.3481277547651341,-7.867344856262207,7.846663475036621
route_task_glm_activation_09,NiMARE + behavior + statistical map + fitlins,Task GLM & activation,behavior,NiMARE,statistical map,fitlins,SomMotA,0.5799294669794328,0.9657974353023742,1.0,0.1249153185081239,0.057513113571464734,0.0,0.04140879152906271,0.12799155086540218,0.5634363297537722,0.25156918406722417,0.28496266246740853,0.12601561447955192,0.6156286470477857,0.7152020731699918,0.29875089076572736,0.41126541292482127,0.6904284486132151,0.3853862228756473,0.9657974353023742,0.8090204980096597,0.48598148802045527,0.5187437653507729,0.1249153185081239,0.3422778760895258,0.3984670963801991,-8.28209400177002,8.349066734313965
route_task_glm_activation_10,NeuroSynth + behavior + statistical map + glm,Task GLM & activation,behavior,NeuroSynth,statistical map,glm,TempPar,0.5087276719956996,1.0,0.9758950519784044,0.11761445320288652,0.21361791764389498,0.10361193457262646,0.0,0.08430113356606678,0.46804340878417927,0.30486022517819655,0.27764829259483004,0.07572249951762705,0.5571654850263074,0.7646621077416551,0.3497960791528433,0.34635502618807473,0.7475307942521627,0.5879694839048147,1.0,0.7895191009567315,0.4674341344724048,0.4309175454242009,0.11761445320288652,0.5222006761288187,0.335576679352509,-7.965312957763672,7.5577802658081055
route_task_glm_activation_11,NiMARE + fMRI + statistical map + glm,Task GLM & activation,fMRI,NiMARE,statistical map,glm,LimbicB,0.529888833886206,0.973542496917056,0.9348313122350329,0.0,0.1377436657583165,0.0,0.020046625717105554,0.0,0.526267588392847,0.31100928760745067,0.19382621254211646,0.0,0.5282332236610917,0.7583247787308024,0.424764851921143,0.31093847037172256,0.6990330618427304,0.5991920052154707,0.973542496917056,0.75629769377941,0.4729464049307608,0.48452330098110513,0.0,0.5321678740476198,0.30126226409554496,-7.8094706535339355,7.541947841644287
route_task_glm_activation_12,NeuroSynth + behavior + contrast estimation + fitlins,Task GLM & activation,behavior,NeuroSynth,contrast estimation,fitlins,VisCent,0.5943383606402214,1.0,1.0,0.12031658425850608,0.11962844039750274,0.05115144761964899,0.0,0.09738777642869297,0.6089055352001049,0.4772339389681809,0.23964762512743676,0.04685395519355884,0.5629012125961992,0.7873082401105237,0.39802963526670526,0.4455083373706244,0.6371672808671311,0.5379076407770954,1.0,0.8090204980096597,0.4897348603199031,0.5606062892867892,0.12031658425850608,0.4777386265749306,0.43164440292403905,-8.073164939880371,8.308930397033691
route_task_glm_activation_13,NiMARE + behavior + task activation + fitlins,Task GLM & activation,behavior,NiMARE,task activation,fitlins,ContC,0.6179419245035881,0.8518861167223148,0.9405173543222703,0.12189541112047005,0.05718491301742204,0.0,0.06750119818152615,0.13210805546998713,0.5820565372959486,0.31909602843100376,0.3168809993908759,0.034402600232237186,0.621268293058492,0.6407417651887295,0.344481195900553,0.36330310868885024,0.6543484105231911,0.593904319248974,0.8518861167223148,0.7608978183805307,0.4958833519986293,0.5358869917669016,0.12189541112047005,0.5274716555151144,0.35199734836833646,-8.746310234069824,8.13955020904541
route_task_glm_activation_14,OpenNeuro + behavior + contrast estimation + nimare,Task GLM & activation,behavior,OpenNeuro,contrast estimation,nimare,SalVentAttnA,0.5271669502678212,1.0,0.9588840560934168,0.0714537487942628,0.17873039884946174,0.14550857030076336,0.12993556317481586,0.10410949575793954,0.5642255559594346,0.4496748130483729,0.24191173759409898,0.0,0.5575969138333594,0.7293485907345885,0.3461052748418139,0.2429949758025551,0.6066125815539833,0.5932529034712014,1.0,0.7757568565942184,0.47223738154450545,0.5194703890205986,0.0714537487942628,0.5268931054901459,0.23543312761075885,-7.490467071533203,8.232301712036133
route_task_glm_activation_15,NiMARE + fMRI + statistical map + glm,Task GLM & activation,fMRI,NiMARE,statistical map,glm,DorsAttnA,0.5638163144819596,0.9902441571411561,0.9782313180836242,0.13241652053123912,0.04214608101214521,0.0,0.0,0.17356486906352458,0.5482395901756456,0.3019450133040305,0.22709583312576548,0.03558764875298713,0.5955337864361256,0.5962836484179597,0.3325816202943478,0.32542302864876266,0.8645998791299074,0.6121191280145797,0.9902441571411561,0.7914091881246594,0.4817841733851632,0.5047524525909841,0.13241652053123912,0.5436490009613217,0.3152960721854487,-8.155012130737305,7.728510856628418
route_task_glm_activation_16,NiMARE + behavior + statistical map + fitlins,Task GLM & activation,behavior,NiMARE,statistical map,fitlins,DefaultA,0.5348066447595997,0.9261831326336586,1.0,0.13212140737864128,0.14363665509596618,0.0,0.12507320360227825,0.21112340210358793,0.5867866062767287,0.3944788394795704,0.11822804330420267,0.09145113657731854,0.5373829418303541,0.7282038708788344,0.44435986176999637,0.3278160350729621,0.5901186829878394,0.5739118467298253,0.9261831326336586,0.8090204980096597,0.4742274453451509,0.540241865004364,0.13212140737864128,0.5097154913726291,0.3176146097806445,-8.117201805114746,8.31663703918457
route_task_glm_activation_17,NiMARE + fMRI + contrast estimation + nimare,Task GLM & activation,fMRI,NiMARE,contrast estimation,nimare,SomMotA,0.5107068601338774,0.9277976734084127,0.8498811377777138,0.1791015632700486,0.11646749665122082,0.07224095208972617,0.12868971893764583,0.1014685529665788,0.4328416433703626,0.29189735472532696,0.17155120874171384,0.017378148195575066,0.5551771185742885,0.5698578276434895,0.42226090706720093,0.2518268175364179,0.7193287420820007,0.5428830755634962,0.9277976734084127,0.6875712613339422,0.4679496931341672,0.3985080336950975,0.1791015632700486,0.48215752156968167,0.24399012808000345,-7.4968037605285645,8.274767875671387
route_connectivity_graph_00,clinical cohort + sMRI + network comparison + networkx,Connectivity / graph,sMRI,clinical cohort,network comparison,networkx,SomMotB,0.6601893561787286,0.4906208345935223,0.1480742245347936,1.0,0.47873217908749927,0.3359181437754213,0.09587710405535127,0.30602879193480076,0.543778801234057,0.39635170896133703,0.2955230918654002,0.08107023643044779,0.6559775234361892,0.5217110313967763,0.4445541589907481,0.27950105793272795,0.5757118591918663,0.7982361705467385,0.4906208345935223,0.3873041459386182,0.506888384272815,0.500645499720185,1.0,0.7089474528536369,0.27080316381967806,13.817106246948242,7.5432562828063965
route_connectivity_graph_01,OpenNeuro derivatives + sMRI + network comparison + connectivity,Connectivity / graph,sMRI,OpenNeuro derivatives,network comparison,connectivity,SomMotB,0.7346043281418284,0.646027918410725,0.07760502415381522,0.986534679117789,0.40968792966075973,0.26753944588968687,0.05792701282761518,0.45101114845956763,0.40594477062342316,0.40537848318199615,0.26619618675842033,0.19687003488995566,0.5231290740470254,0.5064407897935557,0.4156047972081854,0.3931300755061533,0.6394079059471193,0.7406876269155176,0.646027918410725,0.33144593288269425,0.526272738200735,0.37374465883248364,0.986534679117789,0.6578361465408123,0.38089611905998194,14.433067321777344,7.553188323974609
route_connectivity_graph_02,OpenNeuro derivatives + sMRI + graph metric + networkx,Connectivity / graph,sMRI,OpenNeuro derivatives,graph metric,networkx,VisCent,0.6567343595782186,0.6350719546692138,0.09019092712218284,0.865000635804569,0.32593579822002866,0.15264489464327627,0.00782047163040591,0.3741510596438215,0.4702799834649203,0.5031484641836068,0.28702244144867334,0.0003334466143894155,0.6008537043186809,0.4902400253992924,0.3708413647002138,0.3782988676760036,0.5580598980322594,0.5214707669153446,0.6350719546692138,0.26368874179514357,0.505988392306719,0.432976711846577,0.865000635804569,0.46314034064511195,0.36652644892929354,13.922463417053223,7.210875511169434
route_connectivity_graph_03,OpenNeuro + sMRI + network comparison + xcpd,Connectivity / graph,sMRI,OpenNeuro,network comparison,xcpd,LimbicB,0.7231944230929149,0.6068719004054989,0.19105755771964433,1.0,0.4303531614260837,0.2776238813485197,0.07548439552024622,0.37664134964936613,0.3553185467330332,0.3892986761327582,0.28314442817928265,0.11349053687543148,0.5616848793207411,0.6562174604980393,0.45678526317017426,0.27126435985770614,0.4889223473673755,0.6317163259081565,0.6068719004054989,0.3481645289769617,0.523300572359407,0.32713417842936704,1.0,0.5610541049172147,0.26282278651935237,13.444772720336914,7.951852798461914
route_connectivity_graph_04,clinical cohort + sMRI + network comparison + statistics,Connectivity / graph,sMRI,clinical cohort,network comparison,statistics,ContC,0.6583235751294285,0.6358577863609094,0.10290478180472255,0.9974974853681798,0.41362454626853895,0.417158477389169,0.0,0.3198069949443385,0.39541067964300425,0.4509813409150029,0.2253735451283584,0.06851679203644938,0.6480759165895619,0.4863858949338167,0.38777387224990323,0.31908451227207874,0.46347138437807156,0.5560439158902333,0.6358577863609094,0.3346307364111929,0.5064023670204054,0.3640461468069667,0.9974974853681798,0.493846222948201,0.3091548063833637,13.693882942199707,7.549816608428955
route_connectivity_graph_05,clinical cohort + fMRI + network comparison + networkx,Connectivity / graph,fMRI,clinical cohort,network comparison,networkx,DorsAttnB,0.6879256009130164,0.4846920348354393,0.11985389103560014,1.0,0.3861312582794359,0.24488138900069076,0.0,0.39102906411189337,0.4123696162213535,0.3239988538391888,0.24785789471448372,0.19414244396531993,0.6643117024831101,0.6253510584481009,0.4188431396348911,0.4109797070470343,0.560902237164825,0.6397672210128661,0.4846920348354393,0.31238810287032576,0.5141133978739415,0.37965987661534156,1.0,0.5682044468689786,0.39819028148654956,13.888447761535645,7.718273639678955
route_connectivity_graph_06,clinical cohort + sMRI + network comparison + statistics,Connectivity / graph,sMRI,clinical cohort,network comparison,statistics,VisCent,0.6944867624632631,0.6212045223575668,0.2286797433185338,0.9682063490414402,0.23681425950070883,0.23182328214679002,0.05100005471564418,0.35711996796779055,0.535584858851873,0.4205846600898854,0.352839603156339,0.028427609894887837,0.7064135967475956,0.6862542890576585,0.5002391038662616,0.3664811217961466,0.6100092322465033,0.7661642455366903,0.6212045223575668,0.19158759015705223,0.5158225146593554,0.4931015124053114,0.9682063490414402,0.6804630138079683,0.35507646374085644,13.496417999267578,7.68572998046875
route_connectivity_graph_07,OpenNeuro + fMRI + network comparison + connectivity,Connectivity / graph,fMRI,OpenNeuro,network comparison,connectivity,ContB,0.7299134935409838,0.648360072007858,0.12157368612895492,1.0,0.33193510371217705,0.2578306236320832,0.04141404987569677,0.2757964109393892,0.448627616973476,0.45701484893401934,0.23714381104979115,0.08432903632963576,0.6932107041897146,0.4804587680614338,0.46187149193803034,0.28109156176802663,0.6737509825541953,0.800333389822191,0.648360072007858,0.2685423029121135,0.5250508228291186,0.4130418416058965,1.0,0.7108100823839291,0.2723441721931415,14.24123477935791,7.75628137588501
