point_id,source,event_type,kind,state,analysis_family,embedding_x,embedding_y,admissibility_score,provenance_score,gsr_sensitivity_score,hrf_completeness_score,leakage_risk_score,conflict_density,review_activity,memory_reuse_score,ood_novelty_score,robustness_score,memory_reuse_count
audit:49,job_audit,status,enhanced_job,failed,QC / preprocessing,-8.057000160217285,10.641789436340332,0.3640427239791512,0.4627670248696953,0.38,0.13626302003602692,0.21101410406204243,0.64,0.45999999999999996,0.0,0.12552478505683023,0.08329806447654514,0.0
audit:50,job_audit,state_changed:JobStatusV1.failed,enhanced_job,failed,QC / preprocessing,-8.06091022491455,10.628705024719238,0.3679949428970081,0.4874683931063007,0.38,0.18887693437999636,0.2215559125089177,0.78,0.45999999999999996,0.0,0.12305464823316972,0.08774431075913412,0.0
audit:51,job_audit,state_changed:JobStatusV1.succeeded,plan,succeeded,QC / preprocessing,2.174783706665039,2.2438323497772217,0.8622213619895756,0.45138351243484764,0.48,0.22989800760689866,0.3497701091370417,0.02786717722168385,0.45999999999999996,0.16666666666666666,0.16503873191226726,0.2812490322382726,1.0
audit:60,job_audit,enqueued,plan,failed,Scientific review,6.700340270996094,7.476873874664307,0.21102136198957563,0.13138351243484764,0.0,0.03984688148622549,0.242794978605762,0.64,0.0,0.16666666666666666,0.1440503191031559,0.023649032238272576,1.0
audit:61,job_audit,state_changed:failed,plan,failed,Scientific review,-3.8566815853118896,-2.654574394226074,0.2134290715745556,0.1464316973409724,0.0,0.07189951533627123,0.25468823271890456,0.78,0.0,0.16666666666666666,0.14254550061254345,0.02635770552137503,1.0
audit:63,job_audit,enqueued,plan,failed,QC / preprocessing,2.076319694519043,2.746177673339844,0.3622213619895756,0.45138351243484764,0.48,0.21201613854980145,0.4209157394130535,0.6494509470448787,0.36,0.16666666666666666,0.17402598520595947,0.08124903223827257,1.0
audit:64,job_audit,claimed,plan,failed,QC / preprocessing,2.0761752128601074,2.7406609058380127,0.3632867904537162,0.4580424403357265,0.48,0.2261996549786734,0.41998348950693043,0.6494509470448787,0.36,0.16666666666666666,0.17336009241587158,0.08244763926043076,1.0
audit:65,job_audit,status,plan,failed,QC / preprocessing,2.105656862258911,2.688278913497925,0.3632867904537162,0.4580424403357265,0.48,0.2261996549786734,0.41998348950693043,0.6494509470448787,0.45999999999999996,0.16666666666666666,0.17336009241587158,0.08244763926043076,1.0
audit:66,job_audit,state_changed:JobStatusV1.running,plan,failed,QC / preprocessing,2.0821571350097656,2.732385396957397,0.3679949428970081,0.4874683931063007,0.48,0.28887693437999634,0.41586385611905,0.6494509470448787,0.45999999999999996,0.16666666666666666,0.17041749713881418,0.08774431075913412,1.0
audit:67,job_audit,step,plan,failed,QC / preprocessing,2.083580732345581,2.731210708618164,0.3632867904537162,0.4580424403357265,0.48,0.2261996549786734,0.41998348950693043,0.6494509470448787,0.45999999999999996,0.16666666666666666,0.17336009241587158,0.08244763926043076,1.0
audit:68,job_audit,step_update,plan,failed,QC / preprocessing,2.070442914962769,2.756512403488159,0.3646290715745556,0.4664316973409724,0.48,0.24406877239984717,0.418808993526196,0.6494509470448787,0.45999999999999996,0.16666666666666666,0.172521166715347,0.08395770552137503,1.0
audit:69,job_audit,status,plan,failed,QC / preprocessing,2.072505235671997,2.742340087890625,0.3640427239791512,0.4627670248696953,0.48,0.23626302003602692,0.4193220476721748,0.6494509470448787,0.45999999999999996,0.16666666666666666,0.1728876339624747,0.08329806447654514,1.0
audit:70,job_audit,state_changed:JobStatusV1.failed,plan,failed,QC / preprocessing,2.09641695022583,2.703021049499512,0.3679949428970081,0.4874683931063007,0.48,0.28887693437999634,0.42986385611905,0.7894509470448787,0.45999999999999996,0.16666666666666666,0.17041749713881418,0.08774431075913412,1.0
audit:71,job_audit,state_changed:JobStatusV1.failed,plan,failed,QC / preprocessing,2.1075310707092285,2.701193332672119,0.3622213619895756,0.45138351243484764,0.48,0.21201613854980145,0.4349157394130535,0.7894509470448787,0.45999999999999996,0.16666666666666666,0.17402598520595947,0.08124903223827257,1.0
audit:75,job_audit,enqueued,plan,succeeded,QC / preprocessing,2.1466293334960938,1.9977219104766848,0.9234213619895757,0.5213835124348477,0.48,0.22111613854980144,0.2832100455566821,0.010264041624257215,0.36,0.0,0.10303898189165028,0.2938490322382726,0.0
audit:76,job_audit,claimed,plan,succeeded,QC / preprocessing,2.131757974624634,2.008497714996338,0.9244867904537162,0.5280424403357266,0.48,0.23529965497867342,0.28227779565055905,0.010264041624257215,0.36,0.0,0.1023730891015624,0.29504763926043076,0.0
audit:77,job_audit,status,plan,succeeded,QC / preprocessing,2.151521921157837,1.9753977060317995,0.9244867904537162,0.5280424403357266,0.48,0.23529965497867342,0.28227779565055905,0.010264041624257215,0.45999999999999996,0.0,0.1023730891015624,0.29504763926043076,0.0
audit:78,job_audit,state_changed:JobStatusV1.running,plan,succeeded,QC / preprocessing,2.160055160522461,1.99433708190918,0.9291949428970081,0.5574683931063007,0.48,0.29797693437999634,0.2781581622626787,0.010264041624257215,0.45999999999999996,0.0,0.09943049382450497,0.30034431075913415,0.0
audit:79,job_audit,step,plan,succeeded,QC / preprocessing,2.140330076217652,2.0033035278320312,0.9244867904537162,0.5280424403357266,0.48,0.23529965497867342,0.28227779565055905,0.010264041624257215,0.45999999999999996,0.0,0.1023730891015624,0.29504763926043076,0.0
audit:80,job_audit,step_update,plan,succeeded,QC / preprocessing,2.143292188644409,1.996580719947815,0.9258290715745556,0.5364316973409724,0.48,0.25316877239984714,0.28110329966982467,0.010264041624257215,0.45999999999999996,0.0,0.1015341634010378,0.29655770552137506,0.0
audit:81,job_audit,status,plan,succeeded,QC / preprocessing,2.156529664993286,1.950498104095459,0.9244867904537162,0.5280424403357266,0.48,0.23529965497867342,0.28227779565055905,0.010264041624257215,0.45999999999999996,0.0,0.1023730891015624,0.29504763926043076,0.0
audit:82,job_audit,state_changed:JobStatusV1.succeeded,plan,succeeded,QC / preprocessing,2.1644182205200195,2.045433282852173,0.9291949428970081,0.5574683931063007,0.48,0.29797693437999634,0.2781581622626787,0.010264041624257215,0.45999999999999996,0.0,0.09943049382450497,0.30034431075913415,0.0
audit:84,job_audit,enqueued,plan,succeeded,QC / preprocessing,2.1449790000915527,2.0083272457122803,0.9234213619895757,0.5213835124348477,0.48,0.22111613854980144,0.3101424937794717,0.014944276696388908,0.36,0.0,0.12950340660722673,0.2938490322382726,0.0
audit:85,job_audit,claimed,plan,succeeded,QC / preprocessing,2.123485803604126,2.008504867553711,0.9244867904537162,0.5280424403357266,0.48,0.23529965497867342,0.30921024387334867,0.014944276696388908,0.36,0.0,0.12883751381713884,0.29504763926043076,0.0
audit:86,job_audit,status,plan,succeeded,QC / preprocessing,2.159132242202759,1.9730474948883057,0.9244867904537162,0.5280424403357266,0.48,0.23529965497867342,0.30921024387334867,0.014944276696388908,0.45999999999999996,0.0,0.12883751381713884,0.29504763926043076,0.0
audit:87,job_audit,state_changed:JobStatusV1.running,plan,succeeded,QC / preprocessing,2.161818027496338,2.0067527294158936,0.9291949428970081,0.5574683931063007,0.48,0.29797693437999634,0.30509061048546826,0.014944276696388908,0.45999999999999996,0.0,0.12589491854008145,0.30034431075913415,0.0
audit:88,job_audit,step,plan,succeeded,QC / preprocessing,2.1395108699798584,2.002031087875366,0.9244867904537162,0.5280424403357266,0.48,0.23529965497867342,0.30921024387334867,0.014944276696388908,0.45999999999999996,0.0,0.12883751381713884,0.29504763926043076,0.0
audit:89,job_audit,step_update,plan,succeeded,QC / preprocessing,2.140245199203491,2.008798360824585,0.9258290715745556,0.5364316973409724,0.48,0.25316877239984714,0.30803574789261423,0.014944276696388908,0.45999999999999996,0.0,0.12799858811661424,0.29655770552137506,0.0
audit:90,job_audit,status,plan,succeeded,QC / preprocessing,2.1552958488464355,1.9623656272888184,0.9244867904537162,0.5280424403357266,0.48,0.23529965497867342,0.30921024387334867,0.014944276696388908,0.45999999999999996,0.0,0.12883751381713884,0.29504763926043076,0.0
audit:91,job_audit,state_changed:JobStatusV1.succeeded,plan,succeeded,QC / preprocessing,2.1606016159057617,2.068661689758301,0.9291949428970081,0.5574683931063007,0.48,0.29797693437999634,0.30509061048546826,0.014944276696388908,0.45999999999999996,0.0,0.12589491854008145,0.30034431075913415,0.0
audit:93,job_audit,enqueued,plan,succeeded,QC / preprocessing,2.1393659114837646,1.969275951385498,0.9234213619895757,0.5213835124348477,0.48,0.22111613854980144,0.3073526273601724,0.003656125395336318,0.36,0.0,0.12784235531803262,0.2938490322382726,0.0
audit:94,job_audit,claimed,plan,succeeded,QC / preprocessing,2.135239124298096,1.9814164638519287,0.9244867904537162,0.5280424403357266,0.48,0.23529965497867342,0.3064203774540493,0.003656125395336318,0.36,0.0,0.12717646252794473,0.29504763926043076,0.0
audit:95,job_audit,status,plan,succeeded,QC / preprocessing,2.166665315628052,1.943947672843933,0.9244867904537162,0.5280424403357266,0.48,0.23529965497867342,0.3064203774540493,0.003656125395336318,0.45999999999999996,0.0,0.12717646252794473,0.29504763926043076,0.0
audit:96,job_audit,state_changed:JobStatusV1.running,plan,succeeded,QC / preprocessing,2.1619226932525635,1.9961742162704468,0.9291949428970081,0.5574683931063007,0.48,0.29797693437999634,0.30230074406616897,0.003656125395336318,0.45999999999999996,0.0,0.12423386725088734,0.30034431075913415,0.0
audit:97,job_audit,step,plan,succeeded,QC / preprocessing,2.137629270553589,1.9893994331359863,0.9244867904537162,0.5280424403357266,0.48,0.23529965497867342,0.3064203774540493,0.003656125395336318,0.45999999999999996,0.0,0.12717646252794473,0.29504763926043076,0.0
audit:98,job_audit,step_update,plan,succeeded,QC / preprocessing,2.125547170639038,2.023481130599976,0.9258290715745556,0.5364316973409724,0.48,0.25316877239984714,0.30524588147331494,0.003656125395336318,0.45999999999999996,0.0,0.12633753682742016,0.29655770552137506,0.0
audit:99,job_audit,status,plan,succeeded,QC / preprocessing,2.15716552734375,1.961879014968872,0.9244867904537162,0.5280424403357266,0.48,0.23529965497867342,0.3064203774540493,0.003656125395336318,0.45999999999999996,0.0,0.12717646252794473,0.29504763926043076,0.0
audit:100,job_audit,state_changed:JobStatusV1.succeeded,plan,succeeded,QC / preprocessing,2.158283233642578,2.04958438873291,0.9291949428970081,0.5574683931063007,0.48,0.29797693437999634,0.30230074406616897,0.003656125395336318,0.45999999999999996,0.0,0.12423386725088734,0.30034431075913415,0.0
audit:102,job_audit,enqueued,plan,succeeded,QC / preprocessing,2.1390953063964844,1.991122484207153,0.9234213619895757,0.5213835124348477,0.48,0.22111613854980144,0.2937468522130167,0.005794821649542376,0.36,0.0,0.11402271054545636,0.2938490322382726,0.0
audit:103,job_audit,claimed,plan,succeeded,QC / preprocessing,2.109067678451538,1.9685704708099363,0.9244867904537162,0.5280424403357266,0.48,0.23529965497867342,0.29281460230689366,0.005794821649542376,0.36,0.0,0.11335681775536847,0.29504763926043076,0.0
audit:104,job_audit,status,plan,succeeded,QC / preprocessing,2.1624701023101807,1.970934629440308,0.9244867904537162,0.5280424403357266,0.48,0.23529965497867342,0.29281460230689366,0.005794821649542376,0.45999999999999996,0.0,0.11335681775536847,0.29504763926043076,0.0
audit:105,job_audit,state_changed:JobStatusV1.running,plan,succeeded,QC / preprocessing,2.186220645904541,2.0097758769989014,0.9291949428970081,0.5574683931063007,0.48,0.29797693437999634,0.2886949689190133,0.005794821649542376,0.45999999999999996,0.0,0.11041422247831106,0.30034431075913415,0.0
audit:106,job_audit,step,plan,succeeded,QC / preprocessing,2.1258132457733154,1.9823611974716189,0.9244867904537162,0.5280424403357266,0.48,0.23529965497867342,0.29281460230689366,0.005794821649542376,0.45999999999999996,0.0,0.11335681775536847,0.29504763926043076,0.0
audit:107,job_audit,step_update,plan,succeeded,QC / preprocessing,2.1215546131134038,2.02737808227539,0.9258290715745556,0.5364316973409724,0.48,0.25316877239984714,0.2916401063261593,0.005794821649542376,0.45999999999999996,0.0,0.11251789205484389,0.29655770552137506,0.0
audit:108,job_audit,status,plan,succeeded,QC / preprocessing,2.160395383834839,1.9797284603118896,0.9244867904537162,0.5280424403357266,0.48,0.23529965497867342,0.29281460230689366,0.005794821649542376,0.45999999999999996,0.0,0.11335681775536847,0.29504763926043076,0.0
audit:109,job_audit,state_changed:JobStatusV1.succeeded,plan,succeeded,QC / preprocessing,2.159773349761963,2.040973424911499,0.9291949428970081,0.5574683931063007,0.48,0.29797693437999634,0.2886949689190133,0.005794821649542376,0.45999999999999996,0.0,0.11041422247831106,0.30034431075913415,0.0
audit:112,job_audit,enqueued,enhanced_job,succeeded,QC / preprocessing,-8.05612850189209,10.640137672424316,0.9234213619895757,0.5213835124348477,0.48,0.22111613854980144,0.3025661528232507,0.01264811579432925,0.36,0.0,0.12215668174121169,0.2938490322382726,0.0
audit:113,job_audit,status,enhanced_job,succeeded,QC / preprocessing,-8.051350593566895,10.638057708740234,0.9244867904537162,0.5280424403357266,0.48,0.23529965497867342,0.30163390291712766,0.01264811579432925,0.45999999999999996,0.0,0.12149078895112381,0.29504763926043076,0.0
audit:114,job_audit,state_changed:JobStatusV1.running,enhanced_job,succeeded,QC / preprocessing,-8.039959907531738,10.65133285522461,0.9291949428970081,0.5574683931063007,0.48,0.29797693437999634,0.2975142695292473,0.01264811579432925,0.45999999999999996,0.0,0.1185481936740664,0.30034431075913415,0.0
audit:115,job_audit,step,enhanced_job,succeeded,QC / preprocessing,-8.04401969909668,10.651952743530272,0.9244867904537162,0.5280424403357266,0.48,0.23529965497867342,0.30163390291712766,0.01264811579432925,0.45999999999999996,0.0,0.12149078895112381,0.29504763926043076,0.0
audit:116,job_audit,step_update,enhanced_job,succeeded,QC / preprocessing,-8.080713272094727,10.619769096374512,0.9258290715745556,0.5364316973409724,0.48,0.25316877239984714,0.3004594069363933,0.01264811579432925,0.45999999999999996,0.0,0.12065186325059922,0.29655770552137506,0.0
audit:117,job_audit,status,enhanced_job,succeeded,QC / preprocessing,-8.063772201538086,10.647222518920898,0.9244867904537162,0.5280424403357266,0.48,0.23529965497867342,0.30163390291712766,0.01264811579432925,0.45999999999999996,0.0,0.12149078895112381,0.29504763926043076,0.0
audit:118,job_audit,state_changed:JobStatusV1.succeeded,enhanced_job,succeeded,QC / preprocessing,-8.045004844665527,10.648865699768066,0.9291949428970081,0.5574683931063007,0.48,0.29797693437999634,0.2975142695292473,0.01264811579432925,0.45999999999999996,0.0,0.1185481936740664,0.30034431075913415,0.0
audit:119,job_audit,enqueued,plan,failed,QC / preprocessing,2.224931240081787,2.4085562229156494,0.3622213619895756,0.45138351243484764,0.48,0.21201613854980145,0.421171920798655,0.6436561253953363,0.36,0.16666666666666666,0.17486164875651522,0.08124903223827257,1.0
audit:120,job_audit,claimed,plan,failed,QC / preprocessing,2.2377078533172607,2.404728651046753,0.3632867904537162,0.4580424403357265,0.48,0.2261996549786734,0.42023967089253195,0.6436561253953363,0.36,0.16666666666666666,0.17419575596642733,0.08244763926043076,1.0
audit:121,job_audit,status,plan,failed,QC / preprocessing,2.2173171043396,2.443263053894043,0.3632867904537162,0.4580424403357265,0.48,0.2261996549786734,0.42023967089253195,0.6436561253953363,0.45999999999999996,0.16666666666666666,0.17419575596642733,0.08244763926043076,1.0
audit:122,job_audit,state_changed:JobStatusV1.running,plan,failed,QC / preprocessing,2.2140088081359863,2.4140820503234863,0.3679949428970081,0.4874683931063007,0.48,0.28887693437999634,0.41612003750465154,0.6436561253953363,0.45999999999999996,0.16666666666666666,0.17125316068936994,0.08774431075913412,1.0
audit:123,job_audit,step,plan,failed,QC / preprocessing,2.234253168106079,2.4132251739501958,0.3632867904537162,0.4580424403357265,0.48,0.2261996549786734,0.42023967089253195,0.6436561253953363,0.45999999999999996,0.16666666666666666,0.17419575596642733,0.08244763926043076,1.0
