artifact_count,attempt,audit_id,claimed_at,cpus,created_at,duration_s,error_present,event_created_at,event_offset_s,event_type,exit_code,finished_at,gpu_req,job_id,job_name_present,kind,max_attempts,memory_gb,payload_key_count,payload_text_len,plan_event_count,point_id,priority,project_present,prompt_len,queued_at,run_dir_present,run_id_present,session_present,source,started_at,state,step_count,term_activation,term_clinical,term_connectivity,term_decoding,term_diffusion,term_eeg,term_evidence,term_glm,term_graph,term_meg,term_memory,term_meta_analysis,term_neurosynth,term_nimare,term_ood,term_openneuro,term_prediction,term_preprocess,term_qc,term_review,term_tractography,tool_id,updated_at,user_present,walltime_minutes,conversation_event_count,has_observation,has_research_events,has_review_verdict,has_tool_trace,has_trace,has_trajectory,tool_trace_event_count,trace_event_count,analysis_family,point_label,embedding_x,embedding_y
0,0,24.0,1770881406.0,1,1770881320,196,0,1770881516.0,196,step_update,-1,1770881516,0,job_1f3e162e1d5e,0,plan,3,4.0,4,131,0,audit:24,5.0,1,320,1770881320.0,1,1,1,job_audit,1770881320,succeeded,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,,1776898694,1,60,,,,,,,,,,QC / preprocessing,job_audit / step_update / succeeded,2.1772186756134033,2.3152828216552734
0,0,25.0,1770881406.0,1,1770881320,196,0,1770881516.0,196,status,-1,1770881516,0,job_1f3e162e1d5e,0,plan,3,4.0,2,41,0,audit:25,5.0,1,320,1770881320.0,1,1,1,job_audit,1770881320,succeeded,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,,1776898694,1,60,,,,,,,,,,QC / preprocessing,job_audit / status / succeeded,2.19099497795105,2.29262375831604
0,0,26.0,1770881406.0,1,1770881320,196,0,1770881516.0,196,state_changed:JobStatusV1.succeeded,-1,1770881516,0,job_1f3e162e1d5e,0,plan,3,4.0,17,3514,0,audit:26,5.0,1,320,1770881320.0,1,1,1,job_audit,1770881320,succeeded,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,,1776898694,1,60,,,,,,,,,,QC / preprocessing,job_audit / state_changed:JobStatusV1.succeeded / succeeded,2.1729989051818848,2.207430124282837
0,0,27.0,1770881406.0,1,1770881320,196,0,1770882191.0,871,state_changed:JobStatusV1.succeeded,-1,1770881516,0,job_1f3e162e1d5e,0,plan,3,4.0,1,3101,0,audit:27,5.0,1,320,1770881320.0,1,1,1,job_audit,1770881320,succeeded,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,,1776898694,1,60,,,,,,,,,,QC / preprocessing,job_audit / state_changed:JobStatusV1.succeeded / succeeded,2.1736204624176025,2.215526580810547
0,0,29.0,0.0,1,1770884397,1,0,1770884397.0,0,enqueued,-1,1770884398,0,job_d8eb9a044aa9,0,enhanced_job,3,4.0,1,15,0,audit:29,5.0,1,39,0.0,1,1,0,job_audit,1770884397,failed,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,1776898889,0,60,,,,,,,,,,QC / preprocessing,job_audit / enqueued / failed,-8.059541702270508,10.650514602661133
0,0,30.0,0.0,1,1770884397,1,0,1770884397.0,0,status,-1,1770884398,0,job_d8eb9a044aa9,0,enhanced_job,3,4.0,2,39,0,audit:30,5.0,1,39,0.0,1,1,0,job_audit,1770884397,failed,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,1776898889,0,60,,,,,,,,,,QC / preprocessing,job_audit / status / failed,-8.041491508483887,10.665529251098633
0,0,31.0,0.0,1,1770884397,1,0,1770884397.0,0,state_changed:JobStatusV1.running,-1,1770884398,0,job_d8eb9a044aa9,0,enhanced_job,3,4.0,17,1268,0,audit:31,5.0,1,39,0.0,1,1,0,job_audit,1770884397,failed,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,1776898889,0,60,,,,,,,,,,QC / preprocessing,job_audit / state_changed:JobStatusV1.running / failed,-8.069459915161133,10.625295639038086
0,0,32.0,0.0,1,1770884397,1,0,1770884397.0,0,step,-1,1770884398,0,job_d8eb9a044aa9,0,enhanced_job,3,4.0,2,341,0,audit:32,5.0,1,39,0.0,1,1,0,job_audit,1770884397,failed,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,1776898889,0,60,,,,,,,,,,QC / preprocessing,job_audit / step / failed,-8.044294357299805,10.624387741088867
0,0,33.0,0.0,1,1770884397,1,0,1770884398.0,1,step_update,-1,1770884398,0,job_d8eb9a044aa9,0,enhanced_job,3,4.0,4,229,0,audit:33,5.0,1,39,0.0,1,1,0,job_audit,1770884397,failed,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,1776898889,0,60,,,,,,,,,,QC / preprocessing,job_audit / step_update / failed,-8.07177734375,10.62939453125
0,0,34.0,0.0,1,1770884397,1,0,1770884398.0,1,status,-1,1770884398,0,job_d8eb9a044aa9,0,enhanced_job,3,4.0,3,203,0,audit:34,5.0,1,39,0.0,1,1,0,job_audit,1770884397,failed,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,1776898889,0,60,,,,,,,,,,QC / preprocessing,job_audit / status / failed,-8.048602104187012,10.665410041809082
0,0,35.0,0.0,1,1770884397,1,0,1770884398.0,1,state_changed:JobStatusV1.failed,-1,1770884398,0,job_d8eb9a044aa9,0,enhanced_job,3,4.0,17,1813,0,audit:35,5.0,1,39,0.0,1,1,0,job_audit,1770884397,failed,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,1776898889,0,60,,,,,,,,,,QC / preprocessing,job_audit / state_changed:JobStatusV1.failed / failed,-8.058526039123535,10.635809898376465
1,0,36.0,0.0,1,1770884414,0,0,1770884414.0,0,enqueued,-1,1770884414,0,job_e3fc3895bf04,0,enhanced_job,3,4.0,1,15,0,audit:36,5.0,1,42,0.0,1,1,0,job_audit,1770884414,succeeded,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,,1774628645,0,60,,,,,,,,,,QC / preprocessing,job_audit / enqueued / succeeded,-8.059429168701172,10.648239135742188
1,0,37.0,0.0,1,1770884414,0,0,1770884414.0,0,status,-1,1770884414,0,job_e3fc3895bf04,0,enhanced_job,3,4.0,2,39,0,audit:37,5.0,1,42,0.0,1,1,0,job_audit,1770884414,succeeded,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,,1774628645,0,60,,,,,,,,,,QC / preprocessing,job_audit / status / succeeded,-8.034737586975098,10.664544105529785
1,0,38.0,0.0,1,1770884414,0,0,1770884414.0,0,state_changed:JobStatusV1.running,-1,1770884414,0,job_e3fc3895bf04,0,enhanced_job,3,4.0,17,1309,0,audit:38,5.0,1,42,0.0,1,1,0,job_audit,1770884414,succeeded,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,,1774628645,0,60,,,,,,,,,,QC / preprocessing,job_audit / state_changed:JobStatusV1.running / succeeded,-8.057101249694824,10.637959480285645
1,0,39.0,0.0,1,1770884414,0,0,1770884414.0,0,step,-1,1770884414,0,job_e3fc3895bf04,0,enhanced_job,3,4.0,2,398,0,audit:39,5.0,1,42,0.0,1,1,0,job_audit,1770884414,succeeded,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,,1774628645,0,60,,,,,,,,,,QC / preprocessing,job_audit / step / succeeded,-8.05051326751709,10.640024185180664
1,0,40.0,0.0,1,1770884414,0,0,1770884414.0,0,step_update,-1,1770884414,0,job_e3fc3895bf04,0,enhanced_job,3,4.0,4,121,0,audit:40,5.0,1,42,0.0,1,1,0,job_audit,1770884414,succeeded,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,,1774628645,0,60,,,,,,,,,,QC / preprocessing,job_audit / step_update / succeeded,-8.088342666625977,10.637975692749023
1,0,41.0,0.0,1,1770884414,0,0,1770884414.0,0,status,-1,1770884414,0,job_e3fc3895bf04,0,enhanced_job,3,4.0,2,41,0,audit:41,5.0,1,42,0.0,1,1,0,job_audit,1770884414,succeeded,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,,1774628645,0,60,,,,,,,,,,QC / preprocessing,job_audit / status / succeeded,-8.053732872009277,10.656388282775879
1,0,42.0,0.0,1,1770884414,0,0,1770884414.0,0,state_changed:JobStatusV1.succeeded,-1,1770884414,0,job_e3fc3895bf04,0,enhanced_job,3,4.0,17,2826,0,audit:42,5.0,1,42,0.0,1,1,0,job_audit,1770884414,succeeded,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,,1774628645,0,60,,,,,,,,,,QC / preprocessing,job_audit / state_changed:JobStatusV1.succeeded / succeeded,-8.053894996643066,10.634251594543457
0,0,44.0,0.0,1,1770884529,0,0,1770884529.0,0,enqueued,-1,1770884529,0,job_0d85b2ab614a,0,enhanced_job,3,4.0,1,15,0,audit:44,5.0,1,42,0.0,1,1,0,job_audit,1770884529,failed,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,,1772249322,0,60,,,,,,,,,,QC / preprocessing,job_audit / enqueued / failed,-8.059000015258789,10.618818283081055
0,0,45.0,0.0,1,1770884529,0,0,1770884529.0,0,status,-1,1770884529,0,job_0d85b2ab614a,0,enhanced_job,3,4.0,2,39,0,audit:45,5.0,1,42,0.0,1,1,0,job_audit,1770884529,failed,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,,1772249322,0,60,,,,,,,,,,QC / preprocessing,job_audit / status / failed,-8.051605224609375,10.646875381469727
0,0,46.0,0.0,1,1770884529,0,0,1770884529.0,0,state_changed:JobStatusV1.running,-1,1770884529,0,job_0d85b2ab614a,0,enhanced_job,3,4.0,17,1308,0,audit:46,5.0,1,42,0.0,1,1,0,job_audit,1770884529,failed,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,,1772249322,0,60,,,,,,,,,,QC / preprocessing,job_audit / state_changed:JobStatusV1.running / failed,-8.073512077331543,10.59868049621582
0,0,47.0,0.0,1,1770884529,0,0,1770884529.0,0,step,-1,1770884529,0,job_0d85b2ab614a,0,enhanced_job,3,4.0,2,398,0,audit:47,5.0,1,42,0.0,1,1,0,job_audit,1770884529,failed,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,,1772249322,0,60,,,,,,,,,,QC / preprocessing,job_audit / step / failed,-8.063042640686035,10.618818283081055
0,0,48.0,0.0,1,1770884529,0,0,1770884529.0,0,step_update,-1,1770884529,0,job_0d85b2ab614a,0,enhanced_job,3,4.0,4,203,0,audit:48,5.0,1,42,0.0,1,1,0,job_audit,1770884529,failed,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,,1772249322,0,60,,,,,,,,,,QC / preprocessing,job_audit / step_update / failed,-8.09103775024414,10.640137672424316
0,0,49.0,0.0,1,1770884529,0,0,1770884529.0,0,status,-1,1770884529,0,job_0d85b2ab614a,0,enhanced_job,3,4.0,3,177,0,audit:49,5.0,1,42,0.0,1,1,0,job_audit,1770884529,failed,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,,1772249322,0,60,,,,,,,,,,QC / preprocessing,job_audit / status / failed,-8.057000160217285,10.641789436340332
0,0,50.0,0.0,1,1770884529,0,0,1770884529.0,0,state_changed:JobStatusV1.failed,-1,1770884529,0,job_0d85b2ab614a,0,enhanced_job,3,4.0,17,1859,0,audit:50,5.0,1,42,0.0,1,1,0,job_audit,1770884529,failed,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,,1772249322,0,60,,,,,,,,,,QC / preprocessing,job_audit / state_changed:JobStatusV1.failed / failed,-8.06091022491455,10.628705024719238
0,0,51.0,1770881406.0,1,1770881320,196,0,1770923257.0,41937,state_changed:JobStatusV1.succeeded,-1,1770881516,0,job_1f3e162e1d5e,0,plan,3,4.0,1,3101,0,audit:51,5.0,1,320,1770881320.0,1,1,1,job_audit,1770881320,succeeded,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,,1776898694,1,60,,,,,,,,,,QC / preprocessing,job_audit / state_changed:JobStatusV1.succeeded / succeeded,2.174783706665039,2.2438323497772217
0,0,60.0,0.0,1,1771025644,0,1,1771025644.0,0,enqueued,1,1771025644,0,job_00a68d14737e,0,plan,3,4.0,1,15,0,audit:60,0.0,1,19,1771025644.0,0,0,1,job_audit,1771025644,failed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1772249322,1,60,,,,,,,,,,Scientific review,job_audit / enqueued / failed,6.700340270996094,7.476873874664307
0,0,61.0,0.0,1,1771025644,0,1,1771025644.0,0,state_changed:failed,1,1771025644,0,job_00a68d14737e,0,plan,3,4.0,4,117,0,audit:61,0.0,1,19,1771025644.0,0,0,1,job_audit,1771025644,failed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1772249322,1,60,,,,,,,,,,Scientific review,job_audit / state_changed:failed / failed,-3.8566815853118896,-2.654574394226074
0,0,63.0,1771026875.0,1,1771026874,5,0,1771026874.0,0,enqueued,-1,1771026879,0,job_d6cef23790ec,0,plan,3,4.0,1,15,0,audit:63,5.0,1,513,1771026874.0,1,1,1,job_audit,1771026874,failed,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,,1772249322,1,60,,,,,,,,,,QC / preprocessing,job_audit / enqueued / failed,2.076319694519043,2.7461776733398438
0,0,64.0,1771026875.0,1,1771026874,5,0,1771026875.0,1,claimed,-1,1771026879,0,job_d6cef23790ec,0,plan,3,4.0,2,45,0,audit:64,5.0,1,513,1771026874.0,1,1,1,job_audit,1771026874,failed,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,,1772249322,1,60,,,,,,,,,,QC / preprocessing,job_audit / claimed / failed,2.0761752128601074,2.7406609058380127
0,0,65.0,1771026875.0,1,1771026874,5,0,1771026875.0,1,status,-1,1771026879,0,job_d6cef23790ec,0,plan,3,4.0,2,39,0,audit:65,5.0,1,513,1771026874.0,1,1,1,job_audit,1771026874,failed,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,,1772249322,1,60,,,,,,,,,,QC / preprocessing,job_audit / status / failed,2.105656862258911,2.688278913497925
0,0,66.0,1771026875.0,1,1771026874,5,0,1771026875.0,1,state_changed:JobStatusV1.running,-1,1771026879,0,job_d6cef23790ec,0,plan,3,4.0,17,3350,0,audit:66,5.0,1,513,1771026874.0,1,1,1,job_audit,1771026874,failed,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,,1772249322,1,60,,,,,,,,,,QC / preprocessing,job_audit / state_changed:JobStatusV1.running / failed,2.0821571350097656,2.7323853969573975
0,0,67.0,1771026875.0,1,1771026874,5,0,1771026875.0,1,step,-1,1771026879,0,job_d6cef23790ec,0,plan,3,4.0,2,1726,0,audit:67,5.0,1,513,1771026874.0,1,1,1,job_audit,1771026874,failed,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,,1772249322,1,60,,,,,,,,,,QC / preprocessing,job_audit / step / failed,2.083580732345581,2.731210708618164
0,0,68.0,1771026875.0,1,1771026874,5,0,1771026879.0,5,step_update,-1,1771026879,0,job_d6cef23790ec,0,plan,3,4.0,4,211,0,audit:68,5.0,1,513,1771026874.0,1,1,1,job_audit,1771026874,failed,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,,1772249322,1,60,,,,,,,,,,QC / preprocessing,job_audit / step_update / failed,2.0704429149627686,2.756512403488159
0,0,69.0,1771026875.0,1,1771026874,5,0,1771026879.0,5,status,-1,1771026879,0,job_d6cef23790ec,0,plan,3,4.0,3,185,0,audit:69,5.0,1,513,1771026874.0,1,1,1,job_audit,1771026874,failed,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,,1772249322,1,60,,,,,,,,,,QC / preprocessing,job_audit / status / failed,2.072505235671997,2.742340087890625
0,0,70.0,1771026875.0,1,1771026874,5,0,1771026879.0,5,state_changed:JobStatusV1.failed,-1,1771026879,0,job_d6cef23790ec,0,plan,3,4.0,17,5341,0,audit:70,5.0,1,513,1771026874.0,1,1,1,job_audit,1771026874,failed,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,,1772249322,1,60,,,,,,,,,,QC / preprocessing,job_audit / state_changed:JobStatusV1.failed / failed,2.09641695022583,2.7030210494995117
0,0,71.0,1771026875.0,1,1771026874,5,0,1771026890.0,16,state_changed:JobStatusV1.failed,-1,1771026879,0,job_d6cef23790ec,0,plan,3,4.0,1,4928,0,audit:71,5.0,1,513,1771026874.0,1,1,1,job_audit,1771026874,failed,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,,1772249322,1,60,,,,,,,,,,QC / preprocessing,job_audit / state_changed:JobStatusV1.failed / failed,2.1075310707092285,2.701193332672119
